,Restaurant Name,City,Address,Locality,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes,Country
5200,Litti.In,New Delhi,"Shop 1-A, C-10, Ground Floor, Opposite HDFC Bank, Malviya Nagar, New Delhi",Malviya Nagar,Bihari,300,Indian Rupees(Rs.),No,Yes,No,No,1,4.0,Green,Very Good,308,India
5201,Nizam's Kathi Kabab,New Delhi,"33, Corner Market, Malviya Nagar, New Delhi",Malviya Nagar,"North Indian, Fast Food",900,Indian Rupees(Rs.),Yes,Yes,No,No,2,4.0,Green,Very Good,153,India
5202,Pepper Kitchen,New Delhi,"C 51, Ground Floor, Main Market, Malviya Nagar, New Delhi",Malviya Nagar,"Cafe, American, Italian",500,Indian Rupees(Rs.),No,Yes,No,No,2,4.0,Green,Very Good,244,India
5203,Rustom's Cafe & Bakery,New Delhi,"Khoj International Artists Association, S-17, Khirkee Extension, Malviya Nagar, New Delhi",Malviya Nagar,"Cafe, Bakery, Parsi",700,Indian Rupees(Rs.),No,Yes,No,No,2,4.1,Green,Very Good,84,India
5204,Salad Days,New Delhi,"Shop 1&2, C51, Ground Floor, Malviya Nagar, New Delhi",Malviya Nagar,"Healthy Food, Salad",800,Indian Rupees(Rs.),No,Yes,No,No,2,4.0,Green,Very Good,255,India
5205,Stop My Starvation,New Delhi,"C-10, Malviya Nagar, New Delhi",Malviya Nagar,"Cafe, Desserts",300,Indian Rupees(Rs.),No,Yes,No,No,1,4.3,Green,Very Good,126,India
5206,Sushi Junction,New Delhi,"Shivalik Road, Malviya Nagar, New Delhi",Malviya Nagar,"Sushi, Japanese, Healthy Food",1000,Indian Rupees(Rs.),No,Yes,No,No,3,4.0,Green,Very Good,53,India
5207,Vero Gusto,New Delhi,"C-4, Main Market, Malviya Nagar, New Delhi",Malviya Nagar,"Cafe, Fast Food, Healthy Food",250,Indian Rupees(Rs.),No,Yes,No,No,1,4.1,Green,Very Good,135,India
5208,Snack Junction,New Delhi,"Opposite FICCI Auditorium, Near Metro Station, Mandi House, New Delhi",Mandi House,Chinese,300,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,10,India
5209,Turant,New Delhi,"Opposite FICCI Auditorium, Near Metro Station, Mandi House, New Delhi",Mandi House,Chinese,300,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,47,India
5210,Snacks Point,New Delhi,"Mandi House Metro Station, Mandi House, New Delhi",Mandi House,Fast Food,100,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India
5211,The Sweet Spot,New Delhi,"25, Central Lane, Bengali Market, Mandi House, New Delhi",Mandi House,Bakery,600,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,2,India
5212,Kafe @ Museum,New Delhi,"National Museum, Mansingh Road, New Delhi",Mansingh Road,"North Indian, Continental",300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2,India
5213,Friends Cafe,New Delhi,"A-36, Mohan Cooperative Industrial Estate, Mathura Road, New Delhi",Mathura Road,North Indian,500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,2,India
5214,Aromas of Pind,New Delhi,"A-38, Mohan Cooperative Estate, Near Sarita Vihar Metro Station, Opposite Metro Pillar 302, Mathura Road, New Delhi",Mathura Road,"North Indian, Chinese",1200,Indian Rupees(Rs.),Yes,Yes,No,No,3,4.2,Green,Very Good,278,India
5215,Apna Dhaba and Caters,New Delhi,"Street 2, BE-335, Hari Nagar, Mayapuri Phase 2, New Delhi",Mayapuri Phase 2,North Indian,300,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,20,India
5216,Green Chick Chop,New Delhi,"BE 359-A, Swargashram Road, Hari Nagar, Mayapuri Phase 2, New Delhi",Mayapuri Phase 2,"Raw Meats, North Indian, Fast Food",350,Indian Rupees(Rs.),No,Yes,No,No,1,2.7,Orange,Average,7,India
5217,Jai Shree Durga South Indian Corner,New Delhi,"BE-324, Street 4, Hari Nagar, Mayapuri Phase 2, New Delhi",Mayapuri Phase 2,"South Indian, Chinese",350,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,6,India
5218,Malabar Catering House,New Delhi,"C-84, Mayapuri Industrial Area, Mayapuri Phase 2, New Delhi",Mayapuri Phase 2,"Biryani, Kerala",400,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,13,India
5219,Meenakshi Bhawan,New Delhi,"BE-334, Main Road, Hari Nagar, Mayapuri Phase 2, New Delhi",Mayapuri Phase 2,"South Indian, Chinese",300,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,14,India
5220,New Raja Sweets,New Delhi,"A 140, Gandhi Nagar, Hari Nagar, Mayapuri Phase 2, New Delhi",Mayapuri Phase 2,"Mithai, Street Food",150,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,18,India
5221,Pizza Treat,New Delhi,"A1, Main Gandhi Market, Hari Nagar, Mayapuri Phase 2, New Delhi",Mayapuri Phase 2,"Pizza, Fast Food",250,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,6,India
5222,Pudding & Pie,New Delhi,"B-99, Mayapuri Industrial Area, Mayapuri Phase 2, New Delhi",Mayapuri Phase 2,"Bakery, Fast Food",450,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,7,India
5223,Rita Chinese Food,New Delhi,"B 357, Hari Nagar, Mayapuri Phase 2, New Delhi",Mayapuri Phase 2,Chinese,350,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,10,India
5224,Vibes of Punjab,New Delhi,"C-101, Mayapuri, Main Road, Near DD Motors, Mayapuri Phase 2, New Delhi",Mayapuri Phase 2,"North Indian, Mughlai, Chinese",700,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average,21,India
5225,Ramji Di Hatti & Caterers,New Delhi,"BE-324, Street 4, Opposite M.I.G. Flats, Hari Nagar, Mayapuri Phase 2, New Delhi",Mayapuri Phase 2,North Indian,350,Indian Rupees(Rs.),No,No,No,No,1,3.5,Yellow,Good,25,India
5226,Spicy Tadka,New Delhi,"BE 332, Hari Nagar Street 3, Mayapuri Phase 2, New Delhi",Mayapuri Phase 2,"North Indian, Chinese",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.5,Yellow,Good,24,India
5227,Mr. Tandoori Lal,New Delhi,"BE-321/A, Hari Nagar, Mayapuri Phase 2, New Delhi",Mayapuri Phase 2,"Chinese, North Indian",300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,3,India
5228,Om Sweets & Caterers,New Delhi,"70, Hari Nagar, Near Jasrotia Hospital, Mayapuri Phase 2, New Delhi",Mayapuri Phase 2,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,3,India
5229,Sardar Ji Take Away & Caterers,New Delhi,"A 148, Gandhi Market, Hari Nagar, Mayapuri Phase 2, New Delhi",Mayapuri Phase 2,"North Indian, Chinese",450,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2,India
5230,9 is Mine,New Delhi,"4, BSES market, Pocket 1, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,Fast Food,300,Indian Rupees(Rs.),No,Yes,No,No,1,2.6,Orange,Average,4,India
5231,Aashirwad,New Delhi,"A 1, Acharya Niketan, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Chinese, North Indian",450,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,19,India
5232,Aggarwal Sweet & Bakers,New Delhi,"B-1/3B, New Ashok Nagar, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mithai, Street Food",150,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,5,India
5233,Amit Hotel,New Delhi,"A 110, New Ashok Nagar, Near, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,North Indian,150,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,7,India
5234,Angrezee Dhaba,New Delhi,"Mini DDA Market, Mayur Kunj, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"North Indian, Mughlai, Chinese",350,Indian Rupees(Rs.),No,Yes,No,No,1,2.8,Orange,Average,7,India
5235,Ankur Family Restaurant,New Delhi,"B 17/E Metro Station, New Ashok Nagar, Near Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,North Indian,300,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,4,India
5236,Bansal Sweet,New Delhi,"A 4/1, Acharya Niketan, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Desserts, Street Food",150,Indian Rupees(Rs.),No,No,No,No,1,2.7,Orange,Average,20,India
5237,Baskin Robbins,New Delhi,"G-7-9, Sikka Plaza 2, Near Ahlcon Public School, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,Ice Cream,300,Indian Rupees(Rs.),No,Yes,No,No,1,3.1,Orange,Average,13,India
5238,Caravan Resto Bar,New Delhi,"A-10, Acharya Niketan, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"North Indian, Chinese, Mughlai",1100,Indian Rupees(Rs.),Yes,Yes,No,No,3,3.2,Orange,Average,51,India
5239,Celebration Multi Cuisine Restaurant,New Delhi,"15, Upper Ground Floor, Pratap Nagar, Near Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"North Indian, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,2.7,Orange,Average,14,India
5240,Chatto Chapati,New Delhi,"288-B, Pocket 2, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,North Indian,250,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,8,India
5241,Chawla's_,New Delhi,"Acharya Niketan, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"North Indian, Mughlai",750,Indian Rupees(Rs.),Yes,No,No,No,2,2.7,Orange,Average,29,India
5242,China Town,New Delhi,"Samachar Market, DAV Complex, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,Chinese,300,Indian Rupees(Rs.),No,Yes,No,No,1,2.7,Orange,Average,11,India
5243,China Town,New Delhi,"Opposite Fine Home Apartments, Acharya Niketan, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,Chinese,350,Indian Rupees(Rs.),No,No,No,No,1,2.7,Orange,Average,28,India
5244,Dazzle Pastry Shop,New Delhi,"P 19, Acharya Niketan, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Bakery, Fast Food",150,Indian Rupees(Rs.),No,No,No,No,1,2.6,Orange,Average,25,India
5245,Delicacy Foods,New Delhi,"1, DDA Market, Pocket 4, Near Maharaja Agrasen College, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"North Indian, Mughlai, Chinese",650,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average,86,India
5246,Dolphin Rolls,New Delhi,"Shop 389, B Block, New Ashok Nagar, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Fast Food, Chinese",200,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,6,India
5247,Durbar Restaurant,New Delhi,"166, Pratap Nagar, Opposite Pocket 4, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"North Indian, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,2.7,Orange,Average,33,India
5248,Ever Green Pastry Shop,New Delhi,"230, Main Market, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,Bakery,200,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,34,India
5249,Evergreen Sweets Corner,New Delhi,"A-650, New Ashok Nagar, Near Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mithai, Street Food",100,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,8,India
5250,Great Plates By AJ,New Delhi,"G-1-4, DLF Galleria Mall, District Centre, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"North Indian, Chinese, Mughlai",900,Indian Rupees(Rs.),Yes,Yes,No,No,2,3.1,Orange,Average,77,India
5251,Green Chick Chop,New Delhi,"Shop 3, 4, & 4-A, Samachar Market, Mayur Vihar Phase 1 Extension, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Raw Meats, North Indian, Fast Food",350,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,24,India
5252,Haqeem's,New Delhi,"Shop 2, Plot 1, Sikka Plaza, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,North Indian,250,Indian Rupees(Rs.),No,No,No,No,1,2.7,Orange,Average,14,India
5253,Himalaya Food Corner,New Delhi,"C-24, Acharya Niketan, Near ICICI Bank, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"North Indian, Mughlai, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,2.7,Orange,Average,46,India
5254,Hot Joint Fast Food,New Delhi,"Metro Station Gate 1, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Chinese, Fast Food",350,Indian Rupees(Rs.),No,No,No,No,1,2.6,Orange,Average,61,India
5255,Hyderabadi Dum Biryani,New Delhi,"24, DDA Market, Pocket 4, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Biryani, Hyderabadi",650,Indian Rupees(Rs.),No,Yes,No,No,2,2.7,Orange,Average,60,India
5256,Kasturi Family Restaurant,New Delhi,"1st Floor, P-13/A, Aacharya Niketan Market, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"North Indian, Chinese",400,Indian Rupees(Rs.),No,Yes,No,No,1,3.0,Orange,Average,20,India
5257,Kerala Cafe,New Delhi,"Shop 4 & 5, 1st Floor, Block A/18, Acharya Niketan, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,Kerala,300,Indian Rupees(Rs.),No,No,No,No,1,3.3,Orange,Average,45,India
5258,Keuchen Paradise,New Delhi,"A-7, Acharya Niketan, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,Bakery,300,Indian Rupees(Rs.),No,Yes,No,No,1,2.8,Orange,Average,8,India
5259,Kook For Health,New Delhi,"A 8, Acharya Niketan Market, Opposite Janta Book Depot, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"American, Asian, North Indian, Mexican, South Indian",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.3,Orange,Average,21,India
5260,Lahorian's Sweets & Bakers,New Delhi,"Shop 5, Plot 101, Gali 15, Pratap Nagar, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Street Food, Desserts",250,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,5,India
5261,Mr. Baker's,New Delhi,"G2-G3, DAV Complex, LSC, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Bakery, Fast Food",100,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,22,India
5262,Night Food Delivery,New Delhi,"Near Sikka Plaza, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"North Indian, Chinese",500,Indian Rupees(Rs.),No,Yes,No,No,2,2.7,Orange,Average,5,India
5263,Nine 2 Nine Snacks & Restaurant,New Delhi,"B-1/26, New Ashok Nagar, Near, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"North Indian, Street Food",250,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,5,India
5264,Punjabi Mirch,New Delhi,"D-35, Acharya Niketan, Near Kukreja Hospital, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,North Indian,400,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,4,India
5265,Rasoi The Food Express,New Delhi,"38, DDA Market, Jeevan Anmol Hospital, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"North Indian, Chinese",600,Indian Rupees(Rs.),No,Yes,No,No,2,2.6,Orange,Average,53,India
5266,Republic of Chicken,New Delhi,"G-10, Samachar Market, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Raw Meats, Fast Food",400,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,11,India
5267,Sandwichai,New Delhi,"Sandwichai, Shop no 2,3-Sikka Plaza, Mayur Vihar Phase-1",Mayur Vihar Phase 1,Fast Food,350,Indian Rupees(Rs.),No,Yes,No,No,1,3.3,Orange,Average,58,India
5268,SB's Raisins,New Delhi,"A-9/1, Acharya Niketan, Central Market, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Bakery, Desserts, Fast Food",350,Indian Rupees(Rs.),No,Yes,No,No,1,2.8,Orange,Average,15,India
5269,Shanghai Kitchen,New Delhi,"C-19, Opposite Ahlcon International School, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Chinese, Fast Food",300,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,26,India
5270,Shiv Shakti Restaurant,New Delhi,"11, DDA Market, Pocket 4, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"South Indian, Chinese",200,Indian Rupees(Rs.),No,No,No,No,1,3.0,Orange,Average,18,India
5271,Smoky Chettinad,New Delhi,"Shop 2, Local Shopping Complex, DDA Market, Acharya Niketan, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"South Indian, Chettinad",600,Indian Rupees(Rs.),No,No,No,No,2,2.8,Orange,Average,49,India
5272,Spice Fusion,New Delhi,"Shop 12, DDA Local Shoping Center Market, Mayur Vihar Phase 1",Mayur Vihar Phase 1,"North Indian, Mughlai",400,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,7,India
5273,Sweet Toof Designer Cakes,New Delhi,"16-A, Pocket 3, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Bakery, Desserts",250,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,7,India
5274,The Chef,New Delhi,"Shop 7 & 8, Block A, Main Road, Ashok Nagar, Near Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"North Indian, Chinese",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.2,Orange,Average,23,India
5275,The Edge Cafe,New Delhi,"32-B, JP Complex, Opposite UNA Enclave, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Fast Food, Chinese",400,Indian Rupees(Rs.),No,Yes,No,No,1,3.1,Orange,Average,53,India
5276,The Epicure - Fraser Suites,New Delhi,"Fraser Suites, 4-A, District Centre,  Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Asian, Thai, Chinese, North Indian",2000,Indian Rupees(Rs.),Yes,No,No,No,4,3.1,Orange,Average,80,India
5277,Udupidarshini Veg Restaurant,New Delhi,"C-24/A, Acharya Niketan, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Chinese, North Indian, South Indian",550,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average,33,India
5278,36 lebzelter,New Delhi,"P 37/38, Pandav Nagar, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Bakery, Desserts",150,Indian Rupees(Rs.),No,No,No,No,1,3.7,Yellow,Good,39,India
5279,Baked Buns,New Delhi,"Shop 12, BR Complex, Near Alchon International School, Opposite UNA Enclave, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Fast Food, Pizza, Burger",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good,165,India
5280,Freakin Beans,New Delhi,"606, Shikha Plaza 1, Shashi Park Road, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,Cafe,250,Indian Rupees(Rs.),No,No,No,No,1,3.7,Yellow,Good,72,India
5281,Nutri Cafe,New Delhi,"Shop G-3, Plot 1, LSC 11, Atlantic Plaza, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,Fast Food,500,Indian Rupees(Rs.),No,Yes,No,No,2,3.7,Yellow,Good,49,India
5282,Senorita's,New Delhi,"10, Samachar Market, Mayur Vihar Phase 1 Extension, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mexican, North Indian",550,Indian Rupees(Rs.),No,No,No,No,2,3.7,Yellow,Good,57,India
5283,Village - The House of Food,New Delhi,"B-1, Acharya Niketan, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Street Food, Fast Food, Chinese, South Indian, North Indian",300,Indian Rupees(Rs.),No,Yes,No,No,1,3.7,Yellow,Good,65,India
5284,Aman Vaishno Dhaba,New Delhi,"417, New Ashok Nagar, Near Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,North Indian,150,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India
5285,Anupam Hotel,New Delhi,"A 60, Main Market Road, New Ashok Nagar, Near, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2,India
5286,Bake Bank,New Delhi,"B-19, Acharya Niketan Market, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Bakery, Desserts",300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
5287,Buzybee,New Delhi,"17/602, Eastend Apartments, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Bakery, Desserts",300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
5288,Cafe Tandoor,New Delhi,"G-6, Kanishka Complex, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,Fast Food,250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2,India
5289,Chawlas 2,New Delhi,"C31, C Block, Acharya Niketan, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"North Indian, Mughlai",500,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,1,India
5290,Choksi Chinese,New Delhi,"Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,Chinese,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
5291,Desi Chulha,New Delhi,"193 Main Road, Shashi Garden, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"North Indian, Chinese",400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
5292,Fumble Foods,New Delhi,"East End Apartments, Near New Ashok Nagar Metro Station, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"North Indian, Fast Food",150,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
5293,Games v/s Cafe,New Delhi,"Shop 15, DDA Local Shopping Center, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Cafe, Beverages",200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
5294,Goodies- Snacks N More,New Delhi,"E 62 Pratap Nagar, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Fast Food, Chinese",400,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India
5295,Grubhouse Cafe,New Delhi,"D 33, Acharya Niketan, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,Fast Food,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
5296,Mr. Baker's,New Delhi,"C-29, Acharya Niketan, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,Bakery,250,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,1,India
5297,Muradabadi Chicken Biryani & Dhaba,New Delhi,"B-116, New Ashok Nagar, Near Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,North Indian,450,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,3,India
5298,Pakiza Restaurant,New Delhi,"30, Block 15, Vasundhra Road, Mayur Vihar Phase 1, New Delhi Near Mayur Vihar Phase 1",Mayur Vihar Phase 1,"North Indian, Mughlai",600,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,2,India
5299,Riddhi Siddhi Restaurant,New Delhi,"A, Ground Floor , Near Ganpati Complex, New Ashok Nagar, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"North Indian, Fast Food",200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,2,India
5300,Rockers & Shockers,New Delhi,"S-19, 2nd Floor, Star City Mall, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"North Indian, Mughlai, Chinese",550,Indian Rupees(Rs.),No,No,No,No,2,0.0,White,Not rated,0,India
5301,Saikutir Food,New Delhi,"F/206, Samaspur Road, Pandav Nagar, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"North Indian, South Indian, Chinese",200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
5302,Satnaam Foods,New Delhi,"101 A, Pratap Nagar, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,North Indian,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
5303,Senorita's,New Delhi,"Pankaj Tower, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,Mexican,300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,3,India
5304,Shri Bala Ji Rasoi,New Delhi,"Near Authority, Main Road, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
5305,South Indian,New Delhi,"Opposite Balaji Dental Clinic, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,South Indian,150,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
5306,Tip Top Eating Corner,New Delhi,"A 55 & 56, New Ashok Nagar, Near, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,North Indian,100,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
5307,ToLoveFromLove,New Delhi,"Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Bakery, Desserts",300,Indian Rupees(Rs.),No,No,No,No,1,0.0,White,Not rated,0,India
